age,gender,education_level,school_type,family_income,parent_education,urban_rural,previous_exam_score,previous_gpa,attendance_percentage,assignment_completion_rate,class_participation,study_hours_per_day,self_study_hours,private_tuition,online_learning_hours,study_consistency,study_environment,study_method,revision_frequency,practice_tests_completed,notes_quality,sleep_hours,sleep_quality,daily_screen_time,physical_activity_hours,break_frequency,stress_level,motivation_level,internet_access,device_availability,educational_app_usage,online_course_hours,exam_difficulty,exam_preparation_days,questions_attempted,questions_correct,time_management_score,exam_anxiety_level,exam_score
17,0.0,1.0,1.0,2.0,4.0,0.0,100.0,3.96,79.4,67.92,2.0,1.7,1.36,0,1.21,0.0,1.0,1.0,2.0,5,0.0,8.29,2.0,6.18,0.28,1.0,10,0.0,0,1.0,2.0,1.92,1.0,8,91,79,100.0,9.24,85.7
14,1.0,0.0,1.0,3.0,1.0,1.0,66.07,2.55,95.82,91.88,2.0,4.31,2.78,0,5.77,2.0,0.0,2.0,2.0,7,0.0,5.91,1.0,6.9,0.42,2.0,9,0.0,1,0.0,2.0,0.42,2.0,7,100,77,66.0,9.45,75.08
17,0.0,0.0,1.0,1.0,1.0,2.0,79.9,3.23,84.83,81.12,2.0,2.31,1.93,0,0.14,0.0,2.0,3.0,2.0,6,2.0,5.69,1.0,5.39,2.55,1.0,10,2.0,0,0.0,2.0,0.01,0.0,17,89,70,78.39855100844147,10.0,78.47
17,0.0,1.0,2.0,1.0,3.0,2.0,58.46,2.29,90.73,89.99,2.0,5.82,3.32,0,0.23,0.0,2.0,3.0,2.0,10,0.0,8.35,2.0,1.57,3.04,0.0,10,0.0,1,0.0,2.0,0.49,2.0,1,97,59,63.94,10.0,61.9
14,0.0,0.0,1.0,2.0,0.0,0.0,62.56,2.31,84.61688196855897,87.26,0.0,1.14,0.58,0,0.64,2.0,1.0,3.0,2.0,6,2.0,6.98,3.0,7.64,0.25,1.0,7,2.0,1,1.0,1.0,3.8,1.0,8,90,47,69.17,5.61,52.24
14,1.0,1.0,2.0,3.0,0.0,0.0,67.91,2.73,74.43,61.25,2.0,1.52,1.11,0,0.5,0.0,2.0,2.0,2.0,6,2.0,8.49,1.0,4.46,2.51,1.0,10,2.0,1,0.0,0.0,0.03,2.0,18,96,65,68.26,9.3,68.56
20,1.0,0.0,2.0,4.0,3.0,1.0,87.49,3.52,97.57,79.17,0.0,0.95,0.68,1,8.92,0.0,2.0,3.0,2.0,7,1.0,7.95,1.0,4.14,3.82,1.0,10,2.0,0,0.0,2.0,2.92,2.0,24,94,78,78.39855100844147,10.0,83.78
17,0.0,1.0,1.0,0.0,3.0,2.0,74.37,3.0,80.14,62.79,2.0,3.45,2.18,0,2.66,1.0,0.0,4.0,0.0,7,0.0,6.4,1.0,6.95,0.73,2.0,10,0.0,1,1.0,1.0,2.13,0.0,18,97,63,100.0,8.39,67.85
15,1.0,0.0,2.0,3.0,1.0,1.0,72.35,2.82,72.7,65.98,2.0,2.73,2.39,1,0.95,0.0,0.0,1.0,2.0,8,0.0,8.81,1.0,2.35,4.21,0.0,9,2.0,1,0.0,1.0,1.55,1.0,4,88,40,67.45,8.39,43.29
20,1.0,0.0,2.0,4.0,3.0,2.0,71.14,2.69,91.27,71.45,2.0,3.86,2.85,1,2.14,2.0,0.0,0.0,2.0,7,1.0,6.82,2.0,3.66,2.49,1.0,9,2.0,0,0.0,1.0,0.57,2.0,10,88,70,86.61,8.77,79.42
18,1.0,1.0,2.0,3.0,3.0,1.0,72.94,2.75,78.97,82.95,0.0,6.15,4.27,1,1.94,2.0,0.0,3.0,2.0,16,0.0,3.6,1.0,4.71,1.39,1.0,10,1.0,1,0.0,1.0,5.64,0.0,24,90,77,49.01,8.54,83.99
19,0.0,1.0,2.0,0.0,0.0,2.0,66.13,2.52,84.86,67.96,1.0,3.04,2.1,0,8.04,0.0,2.0,0.0,2.0,5,0.0,7.35,1.0,4.29,0.33,0.0,10,2.0,1,0.0,0.0,4.92,2.0,23,92,68,78.39855100844147,7.64,76.54
18,0.0,0.0,0.0,0.0,0.0,0.0,81.86,3.29,80.34,57.77,1.0,1.39,0.82,1,6.53,2.0,1.0,1.0,1.0,4,2.0,7.78,2.0,6.55,2.27,0.0,10,2.0,1,0.0,2.0,3.57,2.0,29,91,67,70.79,8.04,76.85
15,0.0,1.0,0.0,1.0,0.0,1.0,45.48,2.01,79.69,84.48,2.0,5.1,2.72,0,1.79,2.0,1.0,2.0,0.0,6,0.0,7.75,2.0,4.3,0.13,1.0,10,1.0,1,0.0,0.0,0.08,0.0,20,100,63,81.16,8.99,61.74
20,0.0,0.0,2.0,4.0,1.0,1.0,75.14,2.780892014706042,77.34,67.94,1.0,3.39,2.32,1,3.28,2.0,0.0,2.0,2.0,6,0.0,6.79,1.0,4.72,4.09,2.0,7,2.0,1,0.0,1.0,0.96,1.0,4,96,47,86.36,6.37,50.3
19,1.0,0.0,0.0,3.0,4.0,2.0,79.11,3.26,89.01,68.66,2.0,1.15,0.98,1,1.05,2.0,2.0,3.0,2.0,4,0.0,7.17,2.0,4.89,2.84,2.0,8,1.0,1,0.0,2.0,0.32,1.0,27,99,56,78.39855100844147,6.32,57.25
20,0.0,0.0,1.0,3.0,3.0,2.0,68.71,2.81,84.61688196855897,62.99,2.0,4.0,2.29,1,5.44,2.0,2.0,3.0,0.0,5,2.0,7.51,3.0,7.14,1.78,0.0,8,2.0,1,0.0,2.0,0.11,2.0,19,86,47,74.42,6.45,54.66
14,1.0,0.0,1.0,2.0,3.0,2.0,79.27,3.42,78.55,73.05,2.0,1.88,1.49,0,4.13,1.0,2.0,4.0,1.0,4,0.0,5.15,1.0,4.63,8.97,1.0,8,2.0,1,0.0,0.0,0.3,2.0,18,97,56,71.94,6.33,61.05
19,1.0,0.0,2.0,3.0,3.0,2.0,72.11,2.5,90.44,75.33,0.0,3.39,1.85,1,5.61,2.0,0.0,2.0,0.0,5,0.0,6.58,0.0,4.43,0.84,1.0,10,0.0,1,0.0,0.0,2.58,2.0,14,98,84,90.07,10.0,86.15
17,0.0,1.0,2.0,2.0,3.0,1.0,63.24,2.75,94.86,66.48,0.0,0.98,0.7,0,0.14,0.0,2.0,1.0,2.0,4,2.0,6.41,0.0,5.75,1.03,2.0,7,2.0,0,0.0,0.0,0.52,1.0,28,86,55,78.39855100844147,7.67,63.36
18,0.0,1.0,0.0,1.0,3.0,1.0,49.68,2.16,82.73,60.98,0.0,1.87,1.0,0,1.93,1.0,2.0,4.0,0.0,12,2.0,6.77,3.0,3.79,6.28,0.0,7,2.0,1,1.0,2.0,2.13,0.0,16,96,67,100.0,8.8,68.63
19,2.0,0.0,2.0,2.0,0.0,2.0,57.8,2.45,76.67,72.95,2.0,5.6,3.55,0,1.1,2.0,1.0,0.0,2.0,12,0.0,7.3,3.0,3.7,2.74,2.0,7,0.0,1,0.0,2.0,2.6,2.0,14,99,71,61.45,7.01,71.25
17,0.0,1.0,2.0,0.0,1.0,2.0,81.09,2.780892014706042,75.74,62.13,0.0,2.57,1.73,0,1.57,1.0,0.0,2.0,2.0,3,0.0,7.89,2.0,4.49,4.19,0.0,7,2.0,1,0.0,2.0,2.34,2.0,9,87,71,87.1,9.53,82.01
20,0.0,0.0,2.0,3.0,3.0,1.0,69.01,2.96,83.92,75.17,1.0,2.28,1.24,0,0.9,2.0,0.0,0.0,2.0,5,0.0,10.89,2.0,3.86,0.1,0.0,7,2.0,1,0.0,0.0,0.07,2.0,14,85,76,78.39855100844147,6.81,90.43
15,0.0,1.0,2.0,4.0,0.0,0.0,66.93,2.81,92.75,90.31,2.0,6.97,5.86,0,0.89,1.0,0.0,4.0,0.0,10,0.0,6.92,2.0,6.27,0.99,2.0,10,1.0,1,0.0,2.0,0.37,1.0,3,95,62,79.68,8.52,61.84
19,1.0,0.0,2.0,1.0,3.0,0.0,44.51,1.84,72.62,52.42,1.0,2.14,1.66,0,0.52,1.0,2.0,0.0,2.0,3,0.0,6.45,2.0,9.28,3.8,0.0,10,2.0,1,0.0,0.0,1.85,1.0,2,95,6,100.0,9.24,5.66
17,1.0,0.0,2.0,1.0,1.0,2.0,50.87,1.98,87.72,69.03,2.0,5.11,3.44,1,3.1,2.0,2.0,0.0,0.0,6,0.0,7.16,3.0,4.92,3.95,0.0,10,0.0,1,0.0,0.0,1.06,0.0,7,93,54,55.93,10.0,58.0
20,0.0,0.0,1.0,3.0,0.0,2.0,63.51,2.57,84.99,79.36,1.0,3.78,3.35,1,4.23,2.0,2.0,4.0,1.0,8,0.0,7.25,0.0,6.33,0.42,0.0,10,1.0,0,0.0,1.0,0.06,2.0,15,95,73,65.41,9.06,76.31
20,1.0,0.0,0.0,3.0,4.0,2.0,78.36,2.780892014706042,84.61688196855897,65.0,2.0,1.05,0.55,0,3.79,2.0,2.0,4.0,2.0,4,0.0,8.66,2.0,3.57,1.32,1.0,10,2.0,1,0.0,2.0,2.66,2.0,19,94,60,87.83,10.0,64.66
20,1.0,0.0,2.0,3.0,3.0,1.0,65.78,2.7,83.74,76.86,1.0,4.43,3.43,0,0.27,1.0,1.0,0.0,2.0,4,2.0,6.18,2.0,6.13,1.99,1.0,10,1.0,1,0.0,1.0,15.09,0.0,2,96,65,67.25,10.0,65.65
15,1.0,0.0,2.0,2.0,0.0,1.0,47.97,2.2,91.53,75.04,2.0,3.08,2.47,1,1.86,2.0,1.0,2.0,2.0,4,0.0,6.13,2.0,6.94,5.87,1.0,10,1.0,1,0.0,1.0,0.19,2.0,21,95,60,66.15,10.0,64.62
14,0.0,0.0,2.0,3.0,1.0,2.0,78.09,2.780892014706042,90.83,84.36,0.0,1.06,0.92,1,1.31,2.0,2.0,4.0,2.0,3,0.0,7.74,2.0,4.53,1.7,0.0,10,2.0,1,0.0,0.0,0.22,1.0,2,87,48,72.49,10.0,56.08
15,1.0,1.0,2.0,1.0,2.0,1.0,53.08,2.28,84.61688196855897,74.72,1.0,1.81,1.21,1,3.43,0.0,0.0,4.0,0.0,3,2.0,5.88,1.0,6.35,0.12,2.0,10,2.0,1,1.0,2.0,3.19,2.0,14,89,40,72.08,9.86,43.57
15,0.0,1.0,2.0,4.0,1.0,0.0,55.51,1.96,84.61688196855897,70.82,2.0,2.84,2.26,1,2.36,2.0,2.0,4.0,2.0,7,0.0,6.07,1.0,3.08,1.05,0.0,10,2.0,1,0.0,1.0,1.65,2.0,5,91,39,84.5,9.21,45.53
18,0.0,0.0,1.0,3.0,1.0,2.0,85.04,3.35,75.09,50.62,2.0,0.61,0.38,0,5.73,2.0,2.0,0.0,2.0,5,1.0,8.39,3.0,3.61,0.02,1.0,7,0.0,1,0.0,2.0,1.56,0.0,9,85,68,99.09,4.34,80.53
20,1.0,0.0,2.0,2.0,4.0,2.0,87.19,3.62,81.84,66.89,0.0,5.87,3.36,0,0.94,2.0,2.0,4.0,2.0,4,0.0,7.85,2.0,7.18,2.17,2.0,10,2.0,1,0.0,2.0,0.91,0.0,19,88,73,91.55,9.74,82.75
17,1.0,0.0,1.0,4.0,0.0,2.0,73.33,2.780892014706042,85.55,53.22,0.0,2.09,1.83,0,0.41,2.0,0.0,1.0,2.0,2,0.0,7.25,0.0,5.01,0.72,1.0,10,2.0,1,0.0,2.0,0.03,0.0,9,97,50,92.65,9.74,49.67
19,0.0,1.0,2.0,4.0,3.0,0.0,43.78,1.76,73.67,45.76,0.0,1.41,0.76,1,5.54,0.0,0.0,2.0,1.0,5,2.0,7.65,2.0,5.61,0.65,0.0,10,2.0,1,1.0,1.0,4.16,2.0,26,90,38,78.04,9.22,41.83
18,1.0,0.0,1.0,2.0,4.0,2.0,88.02,3.63,86.69,72.44,2.0,4.16,2.21,1,2.36,0.0,2.0,1.0,2.0,7,0.0,8.9,1.0,7.34,2.49,1.0,6,2.0,1,0.0,2.0,0.21,0.0,26,86,86,98.39,3.58,100.0
20,1.0,1.0,2.0,3.0,3.0,1.0,71.34,2.55,84.61688196855897,66.92,2.0,2.6,1.37,0,0.47,2.0,0.0,1.0,2.0,6,0.0,6.69,0.0,7.13,0.06,1.0,8,0.0,1,0.0,2.0,0.88,1.0,4,87,36,72.03,7.44,44.78
16,1.0,1.0,1.0,3.0,1.0,2.0,78.3,2.780892014706042,86.08,90.97,2.0,5.13,2.85,1,0.22,2.0,1.0,0.0,0.0,5,2.0,7.98,1.0,6.37,4.5,1.0,10,1.0,1,0.0,1.0,7.72,2.0,17,90,66,90.59,9.14,73.65
15,1.0,0.0,2.0,3.0,3.0,0.0,59.35,2.26,81.95,66.41,2.0,9.12,5.7,0,1.05,2.0,0.0,3.0,0.0,11,0.0,7.01,1.0,3.99,4.43,1.0,10,2.0,1,1.0,0.0,0.02,2.0,19,97,65,69.1,10.0,67.83
16,0.0,1.0,1.0,1.0,3.0,1.0,88.18,3.39,85.67,64.52,0.0,0.73,0.41,0,1.86,2.0,0.0,2.0,0.0,5,0.0,6.56,0.0,5.86,0.83,1.0,10,2.0,1,0.0,2.0,0.02,1.0,18,99,53,86.44,9.21,55.81
20,0.0,0.0,2.0,2.0,0.0,1.0,58.28,2.41,82.36,60.21,0.0,1.02,0.55,1,1.24,1.0,1.0,4.0,1.0,5,1.0,7.92,1.0,5.98,0.82,0.0,10,1.0,1,0.0,2.0,2.48,1.0,24,91,28,69.45,10.0,32.89
18,1.0,1.0,2.0,1.0,1.0,1.0,61.14,2.780892014706042,71.97,63.14,0.0,1.96,1.47,1,1.37,2.0,2.0,2.0,2.0,5,0.0,7.23,1.0,3.63,3.92,1.0,10,0.0,1,0.0,1.0,8.67,0.0,9,100,59,77.56,9.96,60.29
17,0.0,0.0,2.0,1.0,3.0,0.0,76.01,3.04,88.63,96.86,0.0,2.33,1.72,1,2.22,1.0,2.0,1.0,2.0,2,0.0,7.98,3.0,2.94,9.83,0.0,10,1.0,1,0.0,1.0,4.78,0.0,22,97,49,95.56,10.0,53.89
18,1.0,0.0,2.0,3.0,2.0,2.0,66.75,2.58,90.14,89.07,0.0,5.18,4.15,0,4.46,2.0,0.0,3.0,2.0,8,1.0,7.64,2.0,4.08,2.02,1.0,10,2.0,1,0.0,2.0,5.44,2.0,22,86,73,78.39855100844147,10.0,83.51
17,1.0,0.0,1.0,2.0,0.0,1.0,80.74,3.25,84.61688196855897,86.76,1.0,1.69,1.03,0,3.06,2.0,2.0,0.0,1.0,4,1.0,5.73,1.0,2.01,1.94,1.0,10,2.0,1,0.0,1.0,4.71,0.0,22,96,55,78.39855100844147,8.26,59.34
17,2.0,0.0,1.0,2.0,1.0,1.0,78.16,3.38,85.62,88.48,0.0,2.97,2.03,1,0.18,1.0,1.0,0.0,0.0,4,0.0,5.29,0.0,4.66,0.66,0.0,10,1.0,1,0.0,2.0,3.34,0.0,16,88,62,78.39855100844147,6.2,69.39
20,1.0,1.0,1.0,3.0,1.0,2.0,86.58,3.4,91.63,67.95,1.0,0.84,0.64,0,0.43,2.0,0.0,0.0,2.0,5,1.0,7.78,1.0,3.32,4.27,1.0,10,0.0,1,0.0,1.0,6.34,2.0,23,85,63,89.45,10.0,75.18
14,0.0,1.0,2.0,2.0,3.0,0.0,79.36,3.23,90.96,59.15,2.0,1.81,1.35,1,0.9,2.0,0.0,3.0,2.0,6,0.0,9.19,1.0,4.93,0.06,1.0,10,1.0,1,0.0,1.0,0.37,0.0,19,93,81,100.0,8.66,86.75
20,0.0,0.0,1.0,3.0,3.0,0.0,58.52,2.12,91.05,64.94,2.0,2.98,2.03,0,0.6,2.0,0.0,1.0,2.0,6,0.0,6.46,2.0,5.61,0.09,1.0,10,2.0,1,0.0,1.0,11.3,1.0,15,100,72,84.71,8.43,71.16
15,1.0,0.0,2.0,2.0,4.0,2.0,95.77,3.72,73.36,67.07,2.0,4.1,2.07,0,0.38,0.0,1.0,2.0,1.0,6,0.0,5.51,1.0,5.26,3.08,0.0,10,2.0,0,0.0,2.0,4.76,1.0,11,88,70,63.88,8.84,77.33
18,1.0,1.0,2.0,2.0,3.0,1.0,73.15,3.03,69.89,64.2,2.0,3.16,2.31,0,1.81,1.0,2.0,2.0,2.0,7,0.0,7.54,0.0,4.74,5.67,1.0,10,0.0,1,1.0,1.0,1.68,2.0,22,90,55,80.25,9.98,61.26
17,0.0,0.0,2.0,4.0,3.0,1.0,85.14,3.35,98.54,76.0,1.0,2.64,2.13,1,0.3,2.0,0.0,4.0,2.0,1,0.0,6.59,2.0,5.69,3.07,1.0,8,2.0,1,0.0,2.0,3.07,2.0,6,88,51,82.16,7.35,59.57
20,1.0,1.0,0.0,2.0,1.0,1.0,74.85,3.18,90.57,56.18,0.0,1.55,0.86,0,0.08,0.0,2.0,0.0,0.0,7,0.0,5.89,2.0,3.04,2.35,1.0,10,1.0,1,1.0,0.0,1.09,1.0,19,94,57,33.5,10.0,60.33
20,1.0,0.0,2.0,3.0,3.0,1.0,92.59,3.59,88.6,76.01,2.0,5.65,3.59,0,6.04,2.0,2.0,3.0,1.0,5,2.0,7.75,1.0,5.52,0.54,1.0,10,0.0,1,0.0,0.0,5.63,0.0,13,89,87,100.0,10.0,100.0
18,1.0,0.0,0.0,0.0,2.0,0.0,65.5,2.780892014706042,84.61688196855897,71.82,0.0,1.89,1.42,0,1.26,2.0,2.0,4.0,2.0,2,0.0,8.54,0.0,4.38,5.67,0.0,7,2.0,1,0.0,2.0,0.15,0.0,4,94,64,91.69,8.79,70.75
18,1.0,0.0,2.0,0.0,2.0,1.0,71.05,2.96,86.04,60.82,1.0,3.71,2.71,1,2.92,1.0,2.0,1.0,1.0,9,0.0,5.35,3.0,7.05,1.64,1.0,8,0.0,1,1.0,1.0,0.58,2.0,15,100,100,92.53,7.95,98.34
17,1.0,0.0,1.0,0.0,4.0,2.0,82.26,2.780892014706042,84.61688196855897,92.88,2.0,7.11,5.33,0,3.82,2.0,1.0,1.0,2.0,9,0.0,6.51,1.0,3.38,2.3,0.0,10,2.0,1,0.0,2.0,4.02,1.0,3,93,69,83.71,7.49,75.95
19,0.0,1.0,2.0,1.0,1.0,0.0,68.24,2.62,80.02,57.11,1.0,2.57,2.09,0,0.71,2.0,2.0,1.0,1.0,6,0.0,8.13,2.0,4.42,4.13,2.0,10,2.0,1,1.0,1.0,3.13,2.0,30,86,60,82.91,8.44,68.71
16,1.0,1.0,1.0,4.0,3.0,2.0,61.76,2.56,81.71,44.97,2.0,1.53,1.03,0,1.56,2.0,1.0,2.0,2.0,3,0.0,4.87,3.0,4.95,4.57,0.0,10,2.0,0,0.0,1.0,0.99,2.0,22,87,36,73.75,9.46,39.69
15,0.0,0.0,2.0,3.0,3.0,1.0,80.36,3.23,85.14,56.94,1.0,1.8,0.96,0,0.75,2.0,0.0,0.0,1.0,6,0.0,5.45,1.0,5.25,6.16,2.0,10,1.0,1,1.0,2.0,6.27,2.0,6,95,58,94.96,10.0,61.39
15,0.0,1.0,1.0,2.0,3.0,1.0,53.88,2.780892014706042,85.3,77.11,2.0,1.26,1.05,1,1.05,0.0,0.0,0.0,2.0,3,0.0,7.3,2.0,6.71,0.99,1.0,10,0.0,1,0.0,2.0,3.09,2.0,19,88,46,91.08,9.54,49.64
19,1.0,0.0,1.0,3.0,3.0,1.0,79.1,3.15,70.91,60.83,2.0,3.67,2.27,0,8.32,0.0,0.0,1.0,0.0,6,1.0,8.73,1.0,2.36,3.38,0.0,9,2.0,1,0.0,0.0,0.61,0.0,10,91,71,80.38,10.0,76.71
14,1.0,0.0,2.0,2.0,0.0,2.0,74.46,2.97,87.92,65.27,2.0,3.1,2.6,0,4.59,0.0,0.0,3.0,1.0,0,2.0,6.53,2.0,6.29,7.48,1.0,10,0.0,1,0.0,2.0,12.3,0.0,28,87,55,78.39855100844147,10.0,63.19
19,0.0,1.0,2.0,3.0,3.0,1.0,61.89,2.41,97.31,71.44,0.0,3.86,2.86,0,0.8,1.0,2.0,3.0,2.0,6,0.0,5.98,2.0,7.73,0.74,1.0,10,1.0,1,1.0,1.0,8.63,2.0,5,97,52,95.48,8.09,51.91
14,0.0,0.0,0.0,4.0,3.0,2.0,70.97,2.87,83.75,53.97,2.0,3.99,2.14,0,2.91,0.0,1.0,4.0,1.0,10,0.0,6.02,1.0,6.43,0.25,0.0,10,0.0,1,0.0,1.0,0.54,2.0,24,87,60,72.42,10.0,68.74
14,0.0,0.0,2.0,4.0,1.0,0.0,71.5,3.02,84.61688196855897,49.07,0.0,0.5,0.4,0,0.27,2.0,1.0,0.0,0.0,7,1.0,5.68,1.0,4.33,0.02,2.0,10,1.0,1,0.0,0.0,1.89,2.0,13,88,31,40.98,8.57,32.78
19,0.0,0.0,2.0,0.0,1.0,2.0,58.25,2.29,83.12,71.63,1.0,4.7,3.92,1,6.23,1.0,2.0,4.0,2.0,3,0.0,7.9,3.0,3.9,0.82,1.0,10,2.0,1,0.0,2.0,1.26,1.0,4,90,24,97.08,9.4,26.6
15,0.0,0.0,2.0,2.0,3.0,2.0,63.3,2.62,76.33,72.43,1.0,7.35,3.91,0,0.66,2.0,0.0,4.0,2.0,9,0.0,5.82,2.0,3.95,4.46,0.0,10,2.0,1,0.0,2.0,3.54,2.0,20,92,68,72.58,7.56,73.45
16,0.0,0.0,1.0,3.0,1.0,2.0,88.34,3.35,84.61688196855897,71.98,1.0,0.73,0.52,0,1.44,2.0,2.0,3.0,2.0,5,2.0,8.74,2.0,2.37,0.91,2.0,7,2.0,1,0.0,2.0,9.57,2.0,5,88,62,89.39,8.86,70.03
15,1.0,1.0,2.0,2.0,4.0,1.0,62.4,2.7,90.63,69.51,0.0,0.8,0.71,0,0.09,2.0,2.0,2.0,2.0,4,0.0,5.26,1.0,4.56,0.25,1.0,9,2.0,1,0.0,1.0,2.26,2.0,13,92,46,70.59,10.0,47.02
20,0.0,1.0,1.0,4.0,3.0,2.0,75.43,2.78,81.55,77.17,2.0,7.45,6.12,0,0.72,0.0,0.0,3.0,2.0,14,2.0,7.89,2.0,7.11,3.48,1.0,10,2.0,1,0.0,0.0,2.35,0.0,24,99,96,80.73,10.0,93.18
15,0.0,1.0,2.0,3.0,4.0,2.0,55.89,2.37,89.34,70.71,0.0,3.07,2.44,0,1.86,1.0,0.0,0.0,2.0,5,0.0,4.86,0.0,8.43,9.35,1.0,8,2.0,1,0.0,1.0,12.66,0.0,3,91,49,83.66,6.49,53.52
15,0.0,1.0,1.0,1.0,1.0,1.0,51.13,2.780892014706042,85.74,64.55,0.0,2.38,2.13,0,0.26,0.0,0.0,1.0,0.0,8,0.0,6.54,0.0,6.14,0.06,1.0,10,2.0,0,1.0,0.0,0.3,1.0,7,85,37,85.31,10.0,43.22
19,1.0,0.0,1.0,2.0,3.0,2.0,75.02,3.19,86.08,89.98,1.0,9.76,5.95,0,1.83,1.0,2.0,3.0,2.0,5,1.0,6.6,2.0,1.0,0.96,0.0,10,1.0,1,0.0,2.0,1.18,0.0,3,85,85,70.94,9.24,100.0
19,0.0,1.0,2.0,3.0,1.0,1.0,59.11,2.58,85.95,73.76,0.0,3.04,2.08,0,0.14,1.0,0.0,0.0,2.0,4,2.0,7.94,1.0,5.74,0.45,1.0,10,0.0,1,0.0,2.0,0.36,2.0,23,98,56,88.32,10.0,59.43
20,0.0,0.0,2.0,2.0,3.0,1.0,57.29,2.35,75.76,54.48,1.0,0.5,0.35,0,6.28,1.0,1.0,0.0,0.0,9,0.0,5.74,1.0,6.22,2.82,0.0,9,0.0,1,0.0,1.0,2.26,2.0,19,90,45,88.03,8.92,50.99
20,1.0,0.0,1.0,2.0,3.0,1.0,68.27,2.65,91.14,62.31,2.0,2.48,2.15,0,2.99,0.0,2.0,4.0,2.0,9,1.0,6.17,1.0,10.56,1.85,1.0,10,2.0,1,1.0,1.0,0.98,2.0,13,87,55,88.31,10.0,61.96
19,0.0,1.0,2.0,3.0,0.0,2.0,69.89,2.95,84.61688196855897,75.09,2.0,4.64,4.12,1,1.4,2.0,2.0,1.0,2.0,7,1.0,7.48,1.0,1.0,5.45,0.0,10,2.0,1,0.0,1.0,0.41,1.0,11,87,46,100.0,8.96,52.95
15,1.0,0.0,2.0,4.0,0.0,0.0,72.44,2.75,84.61688196855897,68.78,0.0,2.42,2.03,1,4.78,0.0,2.0,0.0,1.0,7,0.0,7.04,3.0,5.2,3.58,1.0,10,0.0,1,1.0,1.0,0.03,2.0,26,86,52,49.88,10.0,59.05
16,1.0,0.0,1.0,2.0,1.0,2.0,64.18,2.23,78.14,65.61,1.0,3.77,2.04,0,2.54,1.0,1.0,3.0,2.0,3,0.0,7.6,0.0,4.11,11.97,2.0,10,0.0,1,1.0,0.0,0.48,2.0,18,100,51,84.41,10.0,51.71
14,0.0,0.0,1.0,3.0,3.0,0.0,75.93,3.13,83.93,65.06,0.0,3.83,1.99,1,12.89,2.0,0.0,2.0,1.0,4,0.0,6.67,2.0,4.41,1.26,1.0,10,2.0,0,0.0,1.0,0.52,2.0,2,100,59,93.86,10.0,58.5
18,0.0,0.0,2.0,2.0,1.0,2.0,91.73,3.51,100.0,83.79,0.0,1.11,0.76,0,1.3,1.0,0.0,4.0,0.0,4,2.0,6.66,2.0,1.0,3.22,1.0,10,1.0,1,0.0,2.0,1.51,2.0,15,88,62,91.25,8.75,70.4
14,0.0,0.0,2.0,0.0,0.0,2.0,57.11,2.35,98.39,80.26,0.0,2.23,1.23,0,0.31,2.0,0.0,3.0,2.0,6,2.0,6.61,3.0,4.88,0.3,1.0,10,0.0,1,0.0,0.0,10.47,1.0,11,87,40,67.19,9.0,47.24
20,0.0,1.0,2.0,3.0,3.0,2.0,70.77,2.81,77.28,66.76,2.0,1.45,0.97,0,1.14,2.0,2.0,3.0,0.0,5,1.0,6.76,1.0,5.14,0.21,1.0,10,2.0,1,0.0,1.0,0.1,0.0,7,87,46,91.05,9.98,56.12
20,0.0,0.0,2.0,0.0,3.0,1.0,74.14,2.95,81.86,63.41,0.0,2.52,1.88,0,2.95,2.0,2.0,3.0,2.0,11,0.0,8.51,2.0,6.11,0.17,1.0,10,1.0,0,0.0,2.0,5.98,0.0,22,96,85,78.39855100844147,9.67,90.19
14,1.0,0.0,1.0,3.0,1.0,1.0,89.53,3.61,76.24,56.77,2.0,2.82,2.18,0,2.42,0.0,1.0,0.0,2.0,7,0.0,6.75,3.0,6.43,0.36,0.0,10,2.0,1,0.0,0.0,1.69,0.0,9,99,75,72.17,9.62,73.0
18,1.0,0.0,1.0,2.0,3.0,0.0,51.59,2.04,84.29,70.98,0.0,3.86,2.07,0,0.58,2.0,1.0,0.0,0.0,11,1.0,8.32,2.0,4.43,1.98,1.0,7,2.0,1,1.0,2.0,5.57,0.0,16,87,63,70.96,5.42,73.29
15,1.0,0.0,1.0,2.0,3.0,1.0,65.13,2.52,98.5,88.29,2.0,4.3,3.03,0,1.88,2.0,2.0,2.0,1.0,4,0.0,5.48,2.0,2.37,5.85,0.0,9,0.0,1,0.0,1.0,1.28,1.0,27,96,60,94.41,7.4,60.55
16,0.0,0.0,1.0,1.0,1.0,0.0,71.21,2.67,75.89,54.15,2.0,0.78,0.68,0,1.23,0.0,0.0,3.0,0.0,7,0.0,5.92,2.0,6.18,0.24,0.0,9,0.0,1,0.0,1.0,0.82,2.0,27,95,55,59.15,8.95,55.64
16,0.0,0.0,2.0,3.0,1.0,1.0,70.81,2.81,84.61688196855897,56.53,0.0,0.59,0.39,0,0.34,1.0,0.0,2.0,0.0,5,0.0,6.68,1.0,5.27,0.16,1.0,10,2.0,1,0.0,2.0,2.51,0.0,11,93,43,74.72,10.0,43.73
14,0.0,1.0,1.0,2.0,1.0,2.0,71.06,2.45,78.21,56.74,0.0,4.82,2.75,0,1.99,1.0,1.0,1.0,2.0,8,0.0,6.86,1.0,3.86,3.82,0.0,10,0.0,1,0.0,1.0,6.63,0.0,14,85,60,77.29,4.84,67.86
